length,unit_id,pred,score,hin_score_in_top5,top5
L1,104588,anp_Deva,0.9327983856201172,0.059536393731832504,"[[0.9327983856201172, ""anp_Deva""], [0.059536393731832504, ""hin_Deva""], [0.007191085256636143, ""awa_Deva""], [0.0001510278816567734, ""hne_Deva""], [0.00010324292816221714, ""kas_Deva""]]"
L1,104649,hin_Deva,0.6075225472450256,0.6075225472450256,"[[0.6075225472450256, ""hin_Deva""], [0.39193248748779297, ""anp_Deva""], [0.00041413065628148615, ""awa_Deva""], [0.00014187743363436311, ""new_Deva""], [2.6822488507605158e-05, ""sck_Deva""]]"
L1,104656,anp_Deva,0.7810971736907959,0.21750950813293457,"[[0.7810971736907959, ""anp_Deva""], [0.21750950813293457, ""hin_Deva""], [0.0010463016806170344, ""awa_Deva""], [0.00019339635036885738, ""new_Deva""], [0.00013045653759036213, ""mag_Deva""]]"
L1,104907,anp_Deva,0.9689273238182068,0.03014564886689186,"[[0.9689273238182068, ""anp_Deva""], [0.03014564886689186, ""hin_Deva""], [0.0007551840390078723, ""awa_Deva""], [0.00019658132805489004, ""mai_Deva""], [1.9491251805447973e-05, ""bho_Deva""]]"
L1,105113,hin_Deva,0.9779800176620483,0.9779800176620483,"[[0.9779800176620483, ""hin_Deva""], [0.012997627258300781, ""awa_Deva""], [0.003933055326342583, ""anp_Deva""], [0.002524331212043762, ""mai_Deva""], [0.0009034444228745997, ""new_Deva""]]"
L1,105439,hin_Deva,0.7253273725509644,0.7253273725509644,"[[0.7253273725509644, ""hin_Deva""], [0.2534453868865967, ""anp_Deva""], [0.01685652695596218, ""awa_Deva""], [0.002288977848365903, ""mai_Deva""], [0.0010250858031213284, ""new_Deva""]]"
L1,105465,hin_Deva,0.92769455909729,0.92769455909729,"[[0.92769455909729, ""hin_Deva""], [0.039503373205661774, ""mai_Deva""], [0.008754217065870762, ""anp_Deva""], [0.008625846356153488, ""awa_Deva""], [0.004859221167862415, ""npi_Deva""]]"
L1,105480,hin_Deva,0.8083316683769226,0.8083316683769226,"[[0.8083316683769226, ""hin_Deva""], [0.1788489669561386, ""anp_Deva""], [0.00750563433393836, ""awa_Deva""], [0.004492204636335373, ""new_Deva""], [0.000498928246088326, ""bho_Deva""]]"
L1,106080,anp_Deva,0.9142085313796997,0.08491388708353043,"[[0.9142085313796997, ""anp_Deva""], [0.08491388708353043, ""hin_Deva""], [0.0005649520317092538, ""awa_Deva""], [0.00030502010486088693, ""new_Deva""], [3.4633998438948765e-05, ""bho_Deva""]]"
L1,106353,hin_Deva,0.8116343021392822,0.8116343021392822,"[[0.8116343021392822, ""hin_Deva""], [0.1387767642736435, ""anp_Deva""], [0.04680987820029259, ""new_Deva""], [0.0016798080177977681, ""mai_Deva""], [0.0004724753089249134, ""awa_Deva""]]"
L1,106594,anp_Deva,0.9990959167480469,0.0008713204297237098,"[[0.9990959167480469, ""anp_Deva""], [0.0008713204297237098, ""hin_Deva""], [4.3978703615721315e-05, ""mag_Deva""], [2.7240932467975654e-05, ""new_Deva""], [1.0694237062125467e-05, ""bho_Deva""]]"
L1,106721,anp_Deva,0.9999966621398926,1.6562231394345872e-05,"[[0.9999966621398926, ""anp_Deva""], [1.6562231394345872e-05, ""hin_Deva""], [1.3540937288780697e-05, ""awa_Deva""], [1.3258165381557774e-05, ""new_Deva""], [1.0000156180467457e-05, ""mag_Deva""]]"
L1,106753,hin_Deva,0.6000829339027405,0.6000829339027405,"[[0.6000829339027405, ""hin_Deva""], [0.3984871506690979, ""anp_Deva""], [0.0005338556366041303, ""new_Deva""], [0.00045614322880283, ""bho_Deva""], [0.0003967703669331968, ""awa_Deva""]]"
L1,106895,anp_Deva,0.980065643787384,0.01969262771308422,"[[0.980065643787384, ""anp_Deva""], [0.01969262771308422, ""hin_Deva""], [0.00025612107128836215, ""awa_Deva""], [2.524078263377305e-05, ""new_Deva""], [1.01656687547802e-05, ""bho_Deva""]]"
L1,106917,hin_Deva,0.8697386980056763,0.8697386980056763,"[[0.8697386980056763, ""hin_Deva""], [0.1296381950378418, ""anp_Deva""], [0.00046774366637691855, ""new_Deva""], [9.372607746627182e-05, ""mai_Deva""], [8.665939094498754e-05, ""awa_Deva""]]"
L1,106997,anp_Deva,0.49583935737609863,0.4791930615901947,"[[0.49583935737609863, ""anp_Deva""], [0.4791930615901947, ""hin_Deva""], [0.014569359831511974, ""new_Deva""], [0.006091525312513113, ""mag_Deva""], [0.002603406785055995, ""awa_Deva""]]"
L1,107182,anp_Deva,0.8298212289810181,0.13995148241519928,"[[0.8298212289810181, ""anp_Deva""], [0.13995148241519928, ""hin_Deva""], [0.02120310440659523, ""awa_Deva""], [0.0065852561965584755, ""mag_Deva""], [0.001200821832753718, ""hne_Deva""]]"
L1,107369,hin_Deva,0.9894104599952698,0.9894104599952698,"[[0.9894104599952698, ""hin_Deva""], [0.009414161555469036, ""anp_Deva""], [0.001138429855927825, ""awa_Deva""], [4.1011116991285235e-05, ""mai_Deva""], [2.894496537919622e-05, ""sck_Deva""]]"
L1,107408,hin_Deva,0.6796740889549255,0.6796740889549255,"[[0.6796740889549255, ""hin_Deva""], [0.3110274076461792, ""anp_Deva""], [0.006644859444350004, ""new_Deva""], [0.0013710808707401156, ""mag_Deva""], [0.001331886975094676, ""awa_Deva""]]"
L1,107414,anp_Deva,0.998356819152832,0.0016268809558823705,"[[0.998356819152832, ""anp_Deva""], [0.0016268809558823705, ""hin_Deva""], [4.10610118706245e-05, ""awa_Deva""], [1.5164797332545277e-05, ""new_Deva""], [1.0106924491992686e-05, ""mag_Deva""]]"
L1,107496,hin_Deva,0.8518856763839722,0.8518856763839722,"[[0.8518856763839722, ""hin_Deva""], [0.1426861435174942, ""anp_Deva""], [0.0024865216109901667, ""awa_Deva""], [0.0013247214956209064, ""bho_Deva""], [0.0009647476254031062, ""sck_Deva""]]"
L1,107848,anp_Deva,0.999799907207489,0.00021365009888540953,"[[0.999799907207489, ""anp_Deva""], [0.00021365009888540953, ""hin_Deva""], [1.4925005416444037e-05, ""sck_Deva""], [1.1299103789497167e-05, ""new_Deva""], [1.0081222171720583e-05, ""brx_Deva""]]"
L1,107859,anp_Deva,0.9555929899215698,0.04307301342487335,"[[0.9555929899215698, ""anp_Deva""], [0.04307301342487335, ""hin_Deva""], [0.0007119483780115843, ""new_Deva""], [0.0003456210542935878, ""mag_Deva""], [0.0002172871318180114, ""awa_Deva""]]"
L1,107975,hin_Deva,0.9884719848632812,0.9884719848632812,"[[0.9884719848632812, ""hin_Deva""], [0.005638827569782734, ""anp_Deva""], [0.0037707150913774967, ""sck_Deva""], [0.0011936259688809514, ""awa_Deva""], [0.0003541424812283367, ""mag_Deva""]]"
L1,108081,hin_Deva,0.5893498063087463,0.5893498063087463,"[[0.5893498063087463, ""hin_Deva""], [0.30643969774246216, ""anp_Deva""], [0.06947289407253265, ""awa_Deva""], [0.03150841221213341, ""new_Deva""], [0.003154959762468934, ""mai_Deva""]]"
L1,108154,anp_Deva,0.9729261994361877,0.02666318789124489,"[[0.9729261994361877, ""anp_Deva""], [0.02666318789124489, ""hin_Deva""], [0.0002794714237097651, ""awa_Deva""], [0.0001122567628044635, ""new_Deva""], [5.3935247706249356e-05, ""mag_Deva""]]"
L1,108641,anp_Deva,0.9003106355667114,0.0848505049943924,"[[0.9003106355667114, ""anp_Deva""], [0.0848505049943924, ""hin_Deva""], [0.005983177572488785, ""bho_Deva""], [0.005041005555540323, ""new_Deva""], [0.003179060062393546, ""awa_Deva""]]"
L1,109076,anp_Deva,0.9514833688735962,0.04798601567745209,"[[0.9514833688735962, ""anp_Deva""], [0.04798601567745209, ""hin_Deva""], [0.0003123702190350741, ""awa_Deva""], [0.0002242245536763221, ""mai_Deva""], [3.305505379103124e-05, ""new_Deva""]]"
L1,109182,anp_Deva,0.6018055081367493,0.3957361876964569,"[[0.6018055081367493, ""anp_Deva""], [0.3957361876964569, ""hin_Deva""], [0.0013216431252658367, ""awa_Deva""], [0.001008195336908102, ""mai_Deva""], [0.0001323466276517138, ""new_Deva""]]"
L1,109307,anp_Deva,0.8807181715965271,0.11782710999250412,"[[0.8807181715965271, ""anp_Deva""], [0.11782710999250412, ""hin_Deva""], [0.0010257933754473925, ""awa_Deva""], [0.0003917114809155464, ""mai_Deva""], [6.11040522926487e-05, ""new_Deva""]]"
L1,109491,anp_Deva,0.8215591907501221,0.17761097848415375,"[[0.8215591907501221, ""anp_Deva""], [0.17761097848415375, ""hin_Deva""], [0.0004130339657422155, ""awa_Deva""], [0.00034688226878643036, ""mai_Deva""], [8.748845721129328e-05, ""new_Deva""]]"
L1,110163,anp_Deva,0.5148296356201172,0.47738972306251526,"[[0.5148296356201172, ""anp_Deva""], [0.47738972306251526, ""hin_Deva""], [0.004922643769532442, ""awa_Deva""], [0.0028908264357596636, ""new_Deva""], [1.2622263056982774e-05, ""bho_Deva""]]"
L1,110986,anp_Deva,0.9933064579963684,0.006707170512527227,"[[0.9933064579963684, ""anp_Deva""], [0.006707170512527227, ""hin_Deva""], [1.2354940736258868e-05, ""doi_Deva""], [1.2055325896653812e-05, ""new_Deva""], [1.1472607184259687e-05, ""awa_Deva""]]"
L1,111154,anp_Deva,0.9725411534309387,0.025070825591683388,"[[0.9725411534309387, ""anp_Deva""], [0.025070825591683388, ""hin_Deva""], [0.0023750471882522106, ""awa_Deva""], [2.4333970941370353e-05, ""new_Deva""], [1.9262664864072576e-05, ""hne_Deva""]]"
L1,111281,hin_Deva,0.5468987226486206,0.5468987226486206,"[[0.5468987226486206, ""hin_Deva""], [0.4452434778213501, ""anp_Deva""], [0.005834313575178385, ""awa_Deva""], [0.0013300280552357435, ""new_Deva""], [0.00024033791851252317, ""mag_Deva""]]"
L1,111384,anp_Deva,0.9999521970748901,6.57582058920525e-05,"[[0.9999521970748901, ""anp_Deva""], [6.57582058920525e-05, ""hin_Deva""], [1.1350555723765865e-05, ""new_Deva""], [1.036125649989117e-05, ""awa_Deva""], [1.0242732059850823e-05, ""mag_Deva""]]"
L1,111570,anp_Deva,0.7677844762802124,0.18840937316417694,"[[0.7677844762802124, ""anp_Deva""], [0.18840937316417694, ""hin_Deva""], [0.03989291191101074, ""awa_Deva""], [0.003328836290165782, ""mag_Deva""], [0.0003096979344263673, ""new_Deva""]]"
L1,111854,anp_Deva,0.9950911998748779,0.0046583060175180435,"[[0.9950911998748779, ""anp_Deva""], [0.0046583060175180435, ""hin_Deva""], [0.00013256123929750174, ""new_Deva""], [0.00012912851525470614, ""awa_Deva""], [3.7498313758987933e-05, ""bho_Deva""]]"
L1,112107,anp_Deva,0.9999725818634033,4.3857828131876886e-05,"[[0.9999725818634033, ""anp_Deva""], [4.3857828131876886e-05, ""hin_Deva""], [1.280734795727767e-05, ""new_Deva""], [1.0261015631840564e-05, ""npi_Deva""], [1.0234940418740734e-05, ""awa_Deva""]]"
L1,112211,anp_Deva,0.8927901983261108,0.10275597870349884,"[[0.8927901983261108, ""anp_Deva""], [0.10275597870349884, ""hin_Deva""], [0.0035682476591318846, ""awa_Deva""], [0.0005194211262278259, ""bho_Deva""], [0.00017687250510789454, ""mag_Deva""]]"
L1,112531,hin_Deva,0.6823550462722778,0.6823550462722778,"[[0.6823550462722778, ""hin_Deva""], [0.3117769956588745, ""anp_Deva""], [0.002551000565290451, ""mag_Deva""], [0.0019600822124630213, ""sck_Deva""], [0.0009613768779672682, ""awa_Deva""]]"
L1,112934,hin_Deva,0.8780453205108643,0.8780453205108643,"[[0.8780453205108643, ""hin_Deva""], [0.11753945797681808, ""anp_Deva""], [0.0026781619526445866, ""new_Deva""], [0.0008095871307887137, ""awa_Deva""], [0.0005580821307376027, ""mai_Deva""]]"
L1,112941,hin_Deva,0.5699556469917297,0.5699556469917297,"[[0.5699556469917297, ""hin_Deva""], [0.3879370391368866, ""anp_Deva""], [0.04026154428720474, ""new_Deva""], [0.0014952936908230186, ""awa_Deva""], [0.0002882138651330024, ""mai_Deva""]]"
L1,112999,anp_Deva,0.9997074604034424,0.00030348575091920793,"[[0.9997074604034424, ""anp_Deva""], [0.00030348575091920793, ""hin_Deva""], [1.794517447706312e-05, ""new_Deva""], [1.0919679880316835e-05, ""awa_Deva""], [1.0117049896507524e-05, ""mai_Deva""]]"
L1,113167,anp_Deva,0.5743851065635681,0.41487133502960205,"[[0.5743851065635681, ""anp_Deva""], [0.41487133502960205, ""hin_Deva""], [0.006635262630879879, ""mag_Deva""], [0.0033258534967899323, ""hne_Deva""], [0.0006225084071047604, ""new_Deva""]]"
L1,113506,hin_Deva,0.8501533269882202,0.8501533269882202,"[[0.8501533269882202, ""hin_Deva""], [0.09552924335002899, ""anp_Deva""], [0.04398765414953232, ""bho_Deva""], [0.006258382927626371, ""new_Deva""], [0.003533532377332449, ""mai_Deva""]]"
L1,114020,hin_Deva,0.7823964953422546,0.7823964953422546,"[[0.7823964953422546, ""hin_Deva""], [0.19156551361083984, ""anp_Deva""], [0.018097491934895515, ""new_Deva""], [0.0036132987588644028, ""mai_Deva""], [0.002442762954160571, ""mag_Deva""]]"
L1,114139,hin_Deva,0.9991442561149597,0.9991442561149597,"[[0.9991442561149597, ""hin_Deva""], [0.0006077404250390828, ""new_Deva""], [0.00013490133278537542, ""awa_Deva""], [0.0001255965034943074, ""anp_Deva""], [1.8780447135213763e-05, ""mup_Deva""]]"
L1,114607,anp_Deva,0.9668088555335999,0.033107247203588486,"[[0.9668088555335999, ""anp_Deva""], [0.033107247203588486, ""hin_Deva""], [6.021532681188546e-05, ""new_Deva""], [5.762232467532158e-05, ""awa_Deva""], [1.212256211147178e-05, ""brx_Deva""]]"
L1,114766,hin_Deva,0.9810640215873718,0.9810640215873718,"[[0.9810640215873718, ""hin_Deva""], [0.010202295146882534, ""new_Deva""], [0.006769565399736166, ""anp_Deva""], [0.0018236065516248345, ""awa_Deva""], [0.0001220664125867188, ""mai_Deva""]]"
L1,115042,hin_Deva,0.9660543203353882,0.9660543203353882,"[[0.9660543203353882, ""hin_Deva""], [0.027787892147898674, ""anp_Deva""], [0.003715602681040764, ""awa_Deva""], [0.0018803899874910712, ""new_Deva""], [0.0005239322199486196, ""mai_Deva""]]"
L1,115294,hin_Deva,0.6950858235359192,0.6950858235359192,"[[0.6950858235359192, ""hin_Deva""], [0.27263370156288147, ""anp_Deva""], [0.019648926332592964, ""new_Deva""], [0.012664859183132648, ""awa_Deva""], [1.2737892575387377e-05, ""mai_Deva""]]"
L1,115442,hin_Deva,0.45201820135116577,0.45201820135116577,"[[0.45201820135116577, ""hin_Deva""], [0.4014352262020111, ""anp_Deva""], [0.09780596196651459, ""awa_Deva""], [0.04426700994372368, ""new_Deva""], [0.004035511054098606, ""mai_Deva""]]"
L1,115524,anp_Deva,1.0000090599060059,1.074145984603092e-05,"[[1.0000090599060059, ""anp_Deva""], [1.074145984603092e-05, ""hin_Deva""], [1.0148030014534015e-05, ""awa_Deva""], [1.004037676466396e-05, ""new_Deva""], [1.002872159006074e-05, ""mai_Deva""]]"
L1,115636,anp_Deva,0.9759580492973328,0.007874724455177784,"[[0.9759580492973328, ""anp_Deva""], [0.015026336535811424, ""awa_Deva""], [0.007874724455177784, ""hin_Deva""], [0.0006600103224627674, ""doi_Deva""], [0.0004869266413152218, ""new_Deva""]]"
L1,115869,hin_Deva,0.8683079481124878,0.8683079481124878,"[[0.8683079481124878, ""hin_Deva""], [0.12649168074131012, ""anp_Deva""], [0.0036465469747781754, ""awa_Deva""], [0.000849024043418467, ""new_Deva""], [0.0003905300109181553, ""mai_Deva""]]"
L1,116106,anp_Deva,0.9100168943405151,0.08754181861877441,"[[0.9100168943405151, ""anp_Deva""], [0.08754181861877441, ""hin_Deva""], [0.0024086383637040854, ""new_Deva""], [5.6116794439731166e-05, ""awa_Deva""], [1.9939092453569174e-05, ""mag_Deva""]]"
L1,116144,anp_Deva,0.8428264260292053,0.15382885932922363,"[[0.8428264260292053, ""anp_Deva""], [0.15382885932922363, ""hin_Deva""], [0.0025122773367911577, ""awa_Deva""], [0.000825528462883085, ""new_Deva""], [2.9212769732112065e-05, ""mai_Deva""]]"
L1,116414,anp_Deva,0.9982430934906006,0.0017555634258314967,"[[0.9982430934906006, ""anp_Deva""], [0.0017555634258314967, ""hin_Deva""], [1.9511766367941163e-05, ""awa_Deva""], [1.7136115275206976e-05, ""mai_Deva""], [1.4289277714851778e-05, ""new_Deva""]]"
L1,116660,anp_Deva,0.9869903922080994,0.012699322775006294,"[[0.9869903922080994, ""anp_Deva""], [0.012699322775006294, ""hin_Deva""], [0.0003290683380328119, ""awa_Deva""], [2.065321314148605e-05, ""new_Deva""], [1.0263873264193535e-05, ""mag_Deva""]]"
L1,116666,anp_Deva,0.8561757206916809,0.08317776769399643,"[[0.8561757206916809, ""anp_Deva""], [0.08317776769399643, ""hin_Deva""], [0.052161287516355515, ""awa_Deva""], [0.004400471691042185, ""mai_Deva""], [0.0024040155112743378, ""bho_Deva""]]"
L1,117139,anp_Deva,0.8706566691398621,0.12678496539592743,"[[0.8706566691398621, ""anp_Deva""], [0.12678496539592743, ""hin_Deva""], [0.0017002786044031382, ""awa_Deva""], [0.0005889700260013342, ""new_Deva""], [0.00017717875016387552, ""mai_Deva""]]"
L1,117224,hin_Deva,0.7268410921096802,0.7268410921096802,"[[0.7268410921096802, ""hin_Deva""], [0.2717193365097046, ""anp_Deva""], [0.0009114472777582705, ""awa_Deva""], [0.00032931604073382914, ""mag_Deva""], [0.00013047856919001788, ""new_Deva""]]"
L1,117399,anp_Deva,0.9803478717803955,0.018925057724118233,"[[0.9803478717803955, ""anp_Deva""], [0.018925057724118233, ""hin_Deva""], [0.0007440938497893512, ""awa_Deva""], [2.207586840086151e-05, ""new_Deva""], [1.020497984427493e-05, ""bho_Deva""]]"
L1,117431,anp_Deva,0.9985142946243286,0.0013810477685183287,"[[0.9985142946243286, ""anp_Deva""], [0.0013810477685183287, ""hin_Deva""], [0.00012771690671797842, ""awa_Deva""], [1.673909355304204e-05, ""new_Deva""], [1.009961124509573e-05, ""blk_Mymr""]]"
L1,117463,hin_Deva,0.5193232297897339,0.5193232297897339,"[[0.5193232297897339, ""hin_Deva""], [0.4411162734031677, ""anp_Deva""], [0.02779579535126686, ""mai_Deva""], [0.008851797319948673, ""awa_Deva""], [0.001168705872260034, ""new_Deva""]]"
L1,117655,hin_Deva,0.8958837985992432,0.8958837985992432,"[[0.8958837985992432, ""hin_Deva""], [0.09344920516014099, ""anp_Deva""], [0.005298145581036806, ""mai_Deva""], [0.00423957547172904, ""awa_Deva""], [0.00044047521078027785, ""mag_Deva""]]"
L1,117983,anp_Deva,0.5827840566635132,0.2929510772228241,"[[0.5827840566635132, ""anp_Deva""], [0.2929510772228241, ""hin_Deva""], [0.12012528628110886, ""new_Deva""], [0.0040115597657859325, ""awa_Deva""], [8.833303581923246e-05, ""bho_Deva""]]"
L1,117999,anp_Deva,0.7382460832595825,0.26045000553131104,"[[0.7382460832595825, ""anp_Deva""], [0.26045000553131104, ""hin_Deva""], [0.001106849405914545, ""new_Deva""], [0.0001040757997543551, ""bho_Deva""], [0.00010323347669327632, ""awa_Deva""]]"
L1,118029,hin_Deva,0.9756203889846802,0.9756203889846802,"[[0.9756203889846802, ""hin_Deva""], [0.019549494609236717, ""anp_Deva""], [0.0013515966711565852, ""new_Deva""], [0.00122652028221637, ""awa_Deva""], [0.0011921543627977371, ""bho_Deva""]]"
L1,118115,hin_Deva,0.909827470779419,0.909827470779419,"[[0.909827470779419, ""hin_Deva""], [0.07557529211044312, ""anp_Deva""], [0.011237046681344509, ""new_Deva""], [0.0013178458902984858, ""mag_Deva""], [0.0007815942517481744, ""bho_Deva""]]"
L1,118292,anp_Deva,0.7291775345802307,0.2438744306564331,"[[0.7291775345802307, ""anp_Deva""], [0.2438744306564331, ""hin_Deva""], [0.01057958509773016, ""mai_Deva""], [0.006150913890451193, ""awa_Deva""], [0.005714114755392075, ""mag_Deva""]]"
L1,118405,anp_Deva,0.8674491047859192,0.09880854934453964,"[[0.8674491047859192, ""anp_Deva""], [0.09880854934453964, ""hin_Deva""], [0.032207537442445755, ""awa_Deva""], [0.0008966258028522134, ""new_Deva""], [0.0004758716095238924, ""mag_Deva""]]"
L1,118974,hin_Deva,0.6743913888931274,0.6743913888931274,"[[0.6743913888931274, ""hin_Deva""], [0.29090550541877747, ""anp_Deva""], [0.0251634418964386, ""bho_Deva""], [0.006288695149123669, ""new_Deva""], [0.001899187220260501, ""mai_Deva""]]"
L1,119071,hin_Deva,0.5498195886611938,0.5498195886611938,"[[0.5498195886611938, ""hin_Deva""], [0.3386816680431366, ""mup_Deva""], [0.1053725928068161, ""anp_Deva""], [0.0023686515633016825, ""mag_Deva""], [0.0005865740240551531, ""new_Deva""]]"
L1,119295,anp_Deva,0.999492883682251,0.00048373971367254853,"[[0.999492883682251, ""anp_Deva""], [0.00048373971367254853, ""hin_Deva""], [4.578987864078954e-05, ""new_Deva""], [1.7578962797415443e-05, ""awa_Deva""], [1.0011921403929591e-05, ""mup_Deva""]]"
L1,119381,anp_Deva,0.9758131504058838,0.024144114926457405,"[[0.9758131504058838, ""anp_Deva""], [0.024144114926457405, ""hin_Deva""], [6.915272388141602e-05, ""new_Deva""], [1.279290700040292e-05, ""awa_Deva""], [1.0518412636884023e-05, ""sck_Deva""]]"
L1,119402,hin_Deva,0.9846913814544678,0.9846913814544678,"[[0.9846913814544678, ""hin_Deva""], [0.0080337543040514, ""new_Deva""], [0.003394902916625142, ""anp_Deva""], [0.002963852835819125, ""awa_Deva""], [0.0007581455865874887, ""mai_Deva""]]"
L1,119522,hin_Deva,0.9852078557014465,0.9852078557014465,"[[0.9852078557014465, ""hin_Deva""], [0.008160917088389397, ""anp_Deva""], [0.004511646926403046, ""new_Deva""], [0.0010470638517290354, ""mai_Deva""], [0.0007008410757407546, ""awa_Deva""]]"
L1,120288,anp_Deva,0.611005425453186,0.38556140661239624,"[[0.611005425453186, ""anp_Deva""], [0.38556140661239624, ""hin_Deva""], [0.002423517405986786, ""mai_Deva""], [0.0004910518182441592, ""awa_Deva""], [0.0004316200502216816, ""new_Deva""]]"
L1,120416,anp_Deva,0.5320869088172913,0.445261687040329,"[[0.5320869088172913, ""anp_Deva""], [0.445261687040329, ""hin_Deva""], [0.014308732002973557, ""new_Deva""], [0.0061285002157092094, ""awa_Deva""], [0.0019141986267641187, ""mag_Deva""]]"
L1,120936,hin_Deva,0.8838480710983276,0.8838480710983276,"[[0.8838480710983276, ""hin_Deva""], [0.08641472458839417, ""anp_Deva""], [0.02014603093266487, ""awa_Deva""], [0.009461617097258568, ""new_Deva""], [9.56865624175407e-05, ""mup_Deva""]]"
L1,120973,hin_Deva,0.7980201840400696,0.7980201840400696,"[[0.7980201840400696, ""hin_Deva""], [0.0936623141169548, ""awa_Deva""], [0.08259342610836029, ""anp_Deva""], [0.014529176987707615, ""new_Deva""], [0.005876000504940748, ""bho_Deva""]]"
L1,121108,anp_Deva,0.6923583745956421,0.16777928173542023,"[[0.6923583745956421, ""anp_Deva""], [0.16777928173542023, ""hin_Deva""], [0.10387558490037918, ""new_Deva""], [0.031351201236248016, ""awa_Deva""], [0.0021184186916798353, ""sck_Deva""]]"
L1,121228,hin_Deva,0.8394736051559448,0.8394736051559448,"[[0.8394736051559448, ""hin_Deva""], [0.13302865624427795, ""anp_Deva""], [0.018856169655919075, ""awa_Deva""], [0.0075291418470442295, ""new_Deva""], [0.000989304855465889, ""mai_Deva""]]"
L1,121261,hin_Deva,0.94932621717453,0.94932621717453,"[[0.94932621717453, ""hin_Deva""], [0.02706652693450451, ""bho_Deva""], [0.009785346686840057, ""anp_Deva""], [0.0075708674266934395, ""awa_Deva""], [0.0026004042010754347, ""mag_Deva""]]"
L1,121668,hin_Deva,0.6466965079307556,0.6466965079307556,"[[0.6466965079307556, ""hin_Deva""], [0.331157386302948, ""anp_Deva""], [0.019514229148626328, ""new_Deva""], [0.001330310944467783, ""awa_Deva""], [0.001023637130856514, ""bho_Deva""]]"
L1,121682,anp_Deva,0.9997934699058533,0.00021031529468018562,"[[0.9997934699058533, ""anp_Deva""], [0.00021031529468018562, ""hin_Deva""], [2.482875788700767e-05, ""awa_Deva""], [1.1395828551030718e-05, ""new_Deva""], [1.0018273314926773e-05, ""mup_Deva""]]"
L1,121773,anp_Deva,0.9985044002532959,0.0014424917753785849,"[[0.9985044002532959, ""anp_Deva""], [0.0014424917753785849, ""hin_Deva""], [4.7499062930000946e-05, ""awa_Deva""], [3.341240153531544e-05, ""new_Deva""], [1.9787756173172966e-05, ""mai_Deva""]]"
L1,121940,anp_Deva,0.9993034601211548,0.0004869791155215353,"[[0.9993034601211548, ""anp_Deva""], [0.0004869791155215353, ""hin_Deva""], [0.00019025389337912202, ""awa_Deva""], [5.105288801132701e-05, ""new_Deva""], [1.52417578647146e-05, ""mag_Deva""]]"
L1,121944,anp_Deva,1.0000094175338745,1.0088107956107706e-05,"[[1.0000094175338745, ""anp_Deva""], [1.047216028382536e-05, ""awa_Deva""], [1.0088107956107706e-05, ""hin_Deva""], [1.0003494026022963e-05, ""new_Deva""], [1.0000022484746296e-05, ""mar_Deva""]]"
L1,122091,hin_Deva,0.988595187664032,0.988595187664032,"[[0.988595187664032, ""hin_Deva""], [0.010154222138226032, ""anp_Deva""], [0.0004130851593799889, ""awa_Deva""], [0.000277776678558439, ""bho_Deva""], [0.0002750313142314553, ""mai_Deva""]]"
L1,122216,hin_Deva,0.9910212755203247,0.9910212755203247,"[[0.9910212755203247, ""hin_Deva""], [0.00282418355345726, ""new_Deva""], [0.0022383902687579393, ""mai_Deva""], [0.0019217922817915678, ""bho_Deva""], [0.0010580613743513823, ""anp_Deva""]]"
L1,122283,anp_Deva,0.803984522819519,0.19427962601184845,"[[0.803984522819519, ""anp_Deva""], [0.19427962601184845, ""hin_Deva""], [0.0006608476978726685, ""new_Deva""], [0.0004270058707334101, ""mai_Deva""], [0.00031771959038451314, ""bho_Deva""]]"
L1,122313,anp_Deva,0.9046791791915894,0.0944877490401268,"[[0.9046791791915894, ""anp_Deva""], [0.0944877490401268, ""hin_Deva""], [0.0008458769298158586, ""awa_Deva""], [2.02990704565309e-05, ""mai_Deva""], [1.616522786207497e-05, ""new_Deva""]]"
L1,122318,hin_Deva,0.7414886355400085,0.7414886355400085,"[[0.7414886355400085, ""hin_Deva""], [0.24932490289211273, ""anp_Deva""], [0.003210530150681734, ""new_Deva""], [0.0024321710225194693, ""mai_Deva""], [0.0017563429428264499, ""bho_Deva""]]"
L1,122351,anp_Deva,0.9614081978797913,0.03740352764725685,"[[0.9614081978797913, ""anp_Deva""], [0.03740352764725685, ""hin_Deva""], [0.0007997862994670868, ""new_Deva""], [0.00024312132154591382, ""mai_Deva""], [0.00011338703916408122, ""awa_Deva""]]"
L1,122370,hin_Deva,0.9991384148597717,0.9991384148597717,"[[0.9991384148597717, ""hin_Deva""], [0.0004232693463563919, ""mai_Deva""], [0.0001620682014618069, ""bho_Deva""], [0.00014554269728250802, ""awa_Deva""], [0.00010099192877532914, ""anp_Deva""]]"
L1,122764,hin_Deva,0.6346558928489685,0.6346558928489685,"[[0.6346558928489685, ""hin_Deva""], [0.27553868293762207, ""anp_Deva""], [0.05439494922757149, ""new_Deva""], [0.031843192875385284, ""awa_Deva""], [0.0029085050337016582, ""mai_Deva""]]"
L1,122771,hin_Deva,0.9569060206413269,0.9569060206413269,"[[0.9569060206413269, ""hin_Deva""], [0.03273782134056091, ""anp_Deva""], [0.0029874518513679504, ""awa_Deva""], [0.0027604326605796814, ""mai_Deva""], [0.002485037548467517, ""new_Deva""]]"
