uid,lang,domain,source,cluster,state,chars,band,cld3,langid,reader1,reader2,confirmed,both_confirmed,historical_v3,panel_text_match,source_file,source_record,text_sha256
3234,ne,extempore,indicvoices,S4259003000311674,Assam,114,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:267,ae85e98d9b5d0d1db0efa6a0dff71e4111d5f529808e48e5de348f095e3d494f
6069,hi,read_speech_iv,indicvoices,S4259582900359569,Uttar Pradesh,182,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1302,abb948f02fe69eb28316310d601cda52b36dbfd0ca2e3ef90b1f49aff894cff4
6423,hi,read_speech_iv,indicvoices,S4256013100337112,Uttar Pradesh,199,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1656,9624df3f8d1626add86ae30f452b9ebac61de74967d5a9ebcd02516d2f195be6
3911,ne,read_speech_iv,indicvoices,S4257023000301395,West Bengal,62,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:944,dc0ed7b073efb1e1ea50e987025c28de13f5e29f181fbb53bb203886f588067d
4766,ne,conversation,indicvoices,S4258183400398435,West Bengal,126,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1799,e799ed120636826bea853ab0d0d10d57e5c7f29beeda173b6217b36342332cad
6556,hi,read_speech_iv,indicvoices,S4257993600399547,Madhya Pradesh,45,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1789,79e3435cc654a429e45fe801ca4c45bee7486c5d3d0c6ce81248f4c0cdc87ecd
2747,hi,read_speech_fleurs,fleurs,f1975hi,,101,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:437,cf08f1dc78ead4d0968aafe838505bddb92c8562491c4e1b0d13016bd9ca6ddf
6975,ne,formal_written_sentence,wikipedia_sentence,w35234,,89,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:199:sentence:4,0a2e659c819c059ebf90090514b3f660a37d37b36c9fb75ed8202c636ed4df5e
5655,hi,extempore,indicvoices,S4257929900391749,Uttar Pradesh,189,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:888,279aad385dc8af2e08e49f739d5d0531a28313e1764e44c2a610ea10cc4ad815
5845,hi,conversation,indicvoices,S4259233400396632,Madhya Pradesh,126,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1078,3fc8f93fc7c125e5e3fc39123b2f13eca613a538da89875760bbe3d53f517184
5463,hi,read_speech_iv,indicvoices,S4258207300392943,Uttar Pradesh,80,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:696,2cb67a57bffdcca23b677c7c14408357f3f6ec24dd747599d00f106d76a6140b
5005,hi,conversation,indicvoices,S4259665800322626,Bihar,154,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:238,0f650bb649a0a5c73b52c60d6880afebf71ed9f5f487cd5fdada90ee1eb53962
7368,hi,formal_written_sentence,wikipedia_sentence,w579952,,97,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:283:sentence:12,93a6ccf331b37e627a1d39e6e3045714a693b8f3e103aa31eecd6014e0560d53
7378,hi,formal_written_sentence,wikipedia_sentence,w774759,,95,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:371:sentence:27,4abfbf9c4c1fe72dc241089c36fe08d3f51a397185c901a5a159227943398a39
5561,hi,extempore,indicvoices,S4259781500350621,Bihar,100,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:794,463a6e683a0bd14d192f55447de38756e004ee29c2ad1611316dd3daeaa758f5
5626,hi,extempore,indicvoices,S4258235100343392,Uttar Pradesh,151,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:859,400b2dd3146bb2c997465e6a1c9d3e73312a91076281209e12ee7d59a46b32fe
5552,hi,extempore,indicvoices,S4259312900336902,Uttar Pradesh,101,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:785,cc57d739979b92ce49f399793dfc51da53c7f80e5325f6de317be105057f149f
5917,hi,read_speech_iv,indicvoices,S4257761400336421,Uttar Pradesh,69,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1150,a01c68dd4ba0fc53271dccf51c66efb15d82dbef27972bfa68f9b19bd236f2ae
2081,ne,read_speech_fleurs,fleurs,f1731ne,,61,40-99,ne,mr,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:802,be95f9bf483bb645bc1ddff50b2e9bbbf0c88ee64b75628b960b34bd55fd5cdd
1598,ne,read_speech_fleurs,fleurs,f1895ne,,101,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:319,96f49b886bbd98f264f3328116761a0d23ca9a5cd0b4830dfcf453f61e5d5a72
5284,hi,conversation,indicvoices,S4259808400373915,Rajasthan,125,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:517,06fd760e61d00ef099d304787e9dd5f4384dc20d987d4b31d2c95197039fa8d6
3215,ne,extempore,indicvoices,S4259646600304503,West Bengal,254,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:248,ba53f625875625cb048d5e6c6abb18bce75a7bff58c2acce2c3ebd15642b15a0
6087,hi,conversation,indicvoices,S4259063900331131,Madhya Pradesh,102,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1320,ae5407b2ce16c57627555dc8e67400eb3cf4763dafaf9a148b6bc0d5e9b47407
5522,hi,read_speech_iv,indicvoices,S4257999700333878,Uttar Pradesh,177,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:755,2d2e2bd52198320d466ce3ab01b80b091a3149ddc3c36755b6a1abfd1512a2d3
6284,hi,conversation,indicvoices,S4257005100380430,Uttar Pradesh,111,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1517,707aca81a51e73c345f0bbd4c92f3ae93ad80262ed7d1620ce5145b11e8cc40b
7167,hi,formal_written_sentence,wikipedia_sentence,w1610357,,67,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:576:sentence:10,46b5783fafd28736e8f6880e0615beb62b08a455ed9e1264ac34689d6cc361ae
2899,hi,read_speech_fleurs,fleurs,f1854hi,,74,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,fleurs_hi_transcripts.json,doc:588,b71e822c1655d1489ff77fec2042f21cc22bb3616262df3185b6ca2cc36ffa7f
2840,hi,read_speech_fleurs,fleurs,f1672hi,,110,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:529,1c7f9116cb4a968fc02f930fd676825178eb1c222d61bdb7fcd09d6f5c09c89e
6166,hi,conversation,indicvoices,S4256644800325294,Madhya Pradesh,106,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1399,6280e305ec0546ab83fc526c505de2d0d2450d9b3497d07dbc70287441182213
6984,ne,formal_written_sentence,wikipedia_sentence,w26250,,138,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:119:sentence:1,2833d496b6123bac4466dc5f82b65eba4a68b54001d6975f760eb7250c50de5e
477,ne,formal_written,wikipedia,w113754,,801,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:486,c5af58070ffb71f6afa9e6247202af9e90f3c5384e2c7020fced40e20fdb79f0
1565,ne,read_speech_fleurs,fleurs,f1570ne,,72,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:285,6334fbbdd5a31930be12e1ae02dc7e0a3751126b49fa43cbb9014609ae6146ca
96,ne,formal_written,wikipedia,w23270,,341,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:98,4e9acf0e529ee02100ca36b12898f9f47cedcb13e41b280017168e3f05dabc8c
772,hi,formal_written,wikipedia,w157398,,56,40-99,hi,hi,Hindi,Hindi,true,true,anp_Deva,false,wikipedia_hi_extracts.json,doc:123,ca4611b749d082a0dd2dd21795945e690ae8d365ac8101ccf7bd996761a5a339
6889,ne,formal_written_sentence,wikipedia_sentence,w149358,,179,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:643:sentence:3,ad565e202f09258fd7df7920cce2ab68b5ab29faa97656b28cbb83886f31e2a8
2518,hi,read_speech_fleurs,fleurs,f1557hi,,135,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:208,6ebc0bb0c39245062ba664be86da622803642df5b4c7d2049fd01daed0f582a2
5647,hi,conversation,indicvoices,S4256905600334220,Uttar Pradesh,160,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:880,9a291a96f148134bf2ccab28f575516ecf278eebb8185dc01a3b1992c0ff75e6
7131,ne,formal_written_sentence,wikipedia_sentence,w80137,,64,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:347:sentence:22,51d088baf8fe26793d134c0eec2d326f83e4ba0eb34e1dbd5edb24185ecad642
5717,hi,extempore,indicvoices,S4257650800358013,Rajasthan,165,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:950,a82abc6aad46284374443a0e13936cc012d668dfeff28836b42cc994359f8e16
3111,ne,read_speech_iv,indicvoices,S4258158900301859,Assam,101,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:144,4c994cae690f76a3485c1881bb7625a08cb4228105242b194f1c43e5d721f5f2
271,ne,formal_written,wikipedia,w56907,,171,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:274,34ee9fd71aa1968083f372dfa28f979f8c76a5579cc16f519eeda842add012e7
196,ne,formal_written,wikipedia,w33826,,212,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:198,e30829ab215355712c4648abb882082950b6d977f7af35daa3ee48442bcd5f87
1925,ne,read_speech_fleurs,fleurs,f1783ne,,106,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:646,6fb08b3a381931ef42e69806d115b61ed238fd1ba85625b4f55b9747da3e157d
4029,ne,read_speech_iv,indicvoices,S4258580700320199,West Bengal,174,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1062,4caa3f338d3bcaae7f3bbe9b820745493c389d9e3c521bdbabe17de5de88c528
33,ne,formal_written,wikipedia,w9050,,217,200-399,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:33,262534f376c43777724e98bd32dc48ff01bb837b75e85e1a440ded9c65e59b86
4131,ne,read_speech_iv,indicvoices,S4257219200309939,West Bengal,118,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1164,52e52b7f312b78ea01b61f7d4a10173eb6c3b2c1567a4d798cd054ac9e989fe9
7481,hi,formal_written_sentence,wikipedia_sentence,w1572047,,93,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:557:sentence:2,c189ce16027c0555030cd59b891c36615ec5be24d449aa5f61284fcc4b807b39
6399,hi,read_speech_iv,indicvoices,S4259075900397942,Madhya Pradesh,62,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1632,87ba655d5bf04d5f0c9668bc72a539f4c92f255a7344cdee32c5c11734c96393
3364,ne,extempore,indicvoices,S4259027000311368,Assam,138,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:397,400165e3fbac9b905aaccfb4b4a450a78e6b7e3a7a7b3ac3587671874063ab2d
835,hi,formal_written,wikipedia,w269116,,99,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:184,ffc4940ecce2ca3a177998e201a40152a4b377218153451ebabd4a2a59dd4c3d
3825,ne,extempore,indicvoices,S4259078900380821,West Bengal,129,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:858,ba7cc6864da248051a1acc4d54215e5f357b972010a2a9bd7bc40aeec4b991c7
5262,hi,conversation,indicvoices,S4256092200337593,Uttar Pradesh,151,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:495,05506cd528145de3155633da3b1dc38f44f3dd0ee45499f42c4edd5a4b60ecaf
6490,hi,read_speech_iv,indicvoices,S4257333500303315,Bihar,78,40-99,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1723,b57474088e96118fdd575c7a36a0b2d181a941cb04c55fc0ffdc07a46e6896b2
3162,ne,extempore,indicvoices,S4258195300301881,Assam,108,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:195,197d15385d00c5720cff1e26aa82b2f787751eaf613104eaf0307013d81c5c0d
4490,ne,conversation,indicvoices,S4259392700392811,West Bengal,119,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1523,465621d8e42e7394bf01aa557c0b084561e852f24360734032cc9df805fea759
5733,hi,conversation,indicvoices,S4258897500332353,Uttar Pradesh,180,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:966,6ae6a6b1a949be9778c0cf6b626d1b55fb13f20bc55f6668e60cce6eef2ef0ae
2514,hi,read_speech_fleurs,fleurs,f1510hi,,168,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:203,c607caf646af13e42705de07e3d068c3154477ada0e5e34bfeb452f1a340342f
4949,hi,read_speech_iv,indicvoices,S4258970000324004,Bihar,169,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:182,a6dca4c198aea996d034d2f3e2ef0a897f6b390cd6a0ef087ca404e15eb845fa
5943,hi,read_speech_iv,indicvoices,S4257802700392431,Uttar Pradesh,164,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:1176,07f377b7b84d602963c8b5f4e30473c5c941167ec08173ac7edcd396b9640a5c
3275,ne,extempore,indicvoices,S4256072800302954,Assam,136,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:308,2a5d34adeb1c10fec237c04f4082062fc55c10c38e3585f5f9c03329399b7ea8
4319,ne,conversation,indicvoices,S4259471700379958,West Bengal,159,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1352,931a28bb44c518c15d38b27e715745ccfe452ec71d22ce43b0acae9b6f30a30d
3457,ne,conversation,indicvoices,S4258002300311628,West Bengal,132,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:490,475a0a5dd06ed6a5595bea7037e38e56e487f6dde3644c72d2c9508dcdff6c5e
1824,ne,read_speech_fleurs,fleurs,f1805ne,,71,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:544,92ce8a2386917363436792ce05dc3ff8d563b7097779900b896868dba60db228
825,hi,formal_written,wikipedia,w265471,,117,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:174,dcf86f314fe92f9ca63c69c449d0945fcf8de43328acf0185bb8b0919e1128ab
6207,hi,read_speech_iv,indicvoices,S4257008400384828,Madhya Pradesh,196,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1440,17a614bcb06297952cb8607125832f84f6dc6f7b143841e5c7e541b22cca2ed2
382,ne,formal_written,wikipedia,w91918,,186,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:390,a564e3c6c21d7b8d73b82b3ad5f5f0b97d148a03db719ff18fd52c6ec584af9e
3633,ne,extempore,indicvoices,S4259646600304503,West Bengal,191,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:666,ad6e5a951a6a7a0ae1a42f9f26cc0f344fa2fcdbc027df99e400b957934bb471
6406,hi,read_speech_iv,indicvoices,S4259401900324466,Madhya Pradesh,192,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:1639,f7a8374cf4e6a9aaeb8a3edfce133af5431de80ba660dd62083d544ff770b9ac
6983,ne,formal_written_sentence,wikipedia_sentence,w79271,,180,100-199,ne,hi,Nepali,Both or code-switched,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:342:sentence:0,048560d3d60b1ac997c783187a10c444ba6faf55a53735efa5addf2d2a61e760
5545,hi,extempore,indicvoices,S4259241600355788,Bihar,118,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:778,66fd47be5b9463a1dc0968d8ba77a00c8fc8a11866cb76166cc9d1627fc15e5b
5041,hi,extempore,indicvoices,S4256023600322193,Bihar,107,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:274,a9be895742b125676953b077b21e217826c891b13b18ec886073c6033edf6d26
6808,ne,formal_written_sentence,wikipedia_sentence,w29925,,75,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:158:sentence:12,9b4609bc32df5e3aab1f1b3d82a84345bdf3c92f486e4005baae38529c7e483c
4476,ne,conversation,indicvoices,S4257043200362898,West Bengal,317,200-399,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:1509,922ae88f0216133dcc4555b8595d1c598df844ba6a87a307524019a138acc559
7525,hi,formal_written_sentence,wikipedia_sentence,w1572047,,44,40-99,hi,hi,Hindi,,true,false,anp_Deva,false,wikipedia_hi_extracts.json,doc:557:sentence:1,1fb365daca73b0fb213d7281a9b073e867b174bf209b577dc3280717b1edd9cb
3106,ne,read_speech_iv,indicvoices,S4257012700301926,West Bengal,141,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:139,82139dae369550491752d191719354ac71c058ad17494bd57fb1d10a924e7a15
1476,ne,read_speech_fleurs,fleurs,f1555ne,,89,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:194,59c76868963b99ae3d9a748c487e9fe9a8c3a7849fd95902cb443892cc3205c7
5772,hi,extempore,indicvoices,S4258897500332353,Uttar Pradesh,181,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:1005,feb3b669a10c3068f7d35c22e1000d3956aefcc80d4b3370536430720519cddc
310,ne,formal_written,wikipedia,w72012,,722,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:314,6ce756907255845d8b35755dab34f5df818d07441837c6d941acc3c26fb952aa
6893,ne,formal_written_sentence,wikipedia_sentence,w144878,,137,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:615:sentence:1,bf78857408c30d326cadc11a86b58515f2d5016627e026fd600cd4f5492d2b89
5236,hi,extempore,indicvoices,S4259924700366580,Uttar Pradesh,204,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:469,8f5e46e47932750456d3639da995a632080ca592e81a1527b61d855193551fcc
6793,ne,formal_written_sentence,wikipedia_sentence,w12435,,126,100-199,ne,mr,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:41:sentence:13,09aa37e8f49f881e1718727dca5e8c96eb87f4739117152810f18fe8679f55ad
6201,hi,conversation,indicvoices,S4258978900300333,Uttar Pradesh,125,100-199,hi,hi,Hindi,,true,false,anp_Deva,false,indicvoices_rows.json,row:hindi:1434,22c94d36b2299a5cc9463cd2b9070d8cbb15fc026c5910701542e1d401e1f32f
5555,hi,extempore,indicvoices,S4259312900336902,Uttar Pradesh,131,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:788,6d14e4893653bf42f79100b1795f801221497cca9e8d29eb5733194e7e70f31e
5631,hi,extempore,indicvoices,S4258235100343392,Uttar Pradesh,143,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:864,f7c9db4eb7e5cb3e3ec29f5b8660d1776a63d5a969410bf08e8f574c1cc87c20
1675,ne,read_speech_fleurs,fleurs,f1977ne,,81,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,fleurs_ne_transcripts.json,doc:396,6d6c69b88567518f65aa95553ea46188fddda31e100638d51955dc4eb8240eb2
5061,hi,conversation,indicvoices,S4259580400396985,Uttar Pradesh,110,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:294,8604257049b0c7cc4f0ee7f39b5a491508f7db084c33323844ebb40916a1c6ee
1195,hi,formal_written,wikipedia,w1348253,,1694,400+,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:513,6dd9f20812d4f5c30b6c7ce57101cc3a22107d78c9ba24f648a39a45a2fca494
5439,hi,conversation,indicvoices,S4259977500393733,Madhya Pradesh,243,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:672,5a92282e1c3bcd364c1d5f4249c230af132faf24d164cae81403755040df5149
2145,ne,read_speech_fleurs,fleurs,f1894ne,,68,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:866,0682dfdcff14ad43114f882c9984bbc267c16dabc7f1baf748d0c94e29e0211f
3362,ne,extempore,indicvoices,S4259027000311368,Assam,112,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:395,67c121681088eca84628cd975d80dd67936c1cef0664fa8dc112080e89a6868b
740,hi,formal_written,wikipedia,w106887,,53,40-99,hi,ne,Hindi,,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:93,f9acb7304b52c1499d245256c3d81eef02a2f4cca104e3660c5e72e82b08b510
4395,ne,conversation,indicvoices,S4257691600385392,West Bengal,116,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1428,08bd1b8c1754475e9ef57d49cc1076b74585b2e4e323fc28da33817ae9a44dfb
7466,hi,formal_written_sentence,wikipedia_sentence,w761484,,93,40-99,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,wikipedia_hi_extracts.json,doc:364:sentence:25,eea8718900de323c2bbd69e37730969fb6085045203f6485a3e232fc442884c7
139,ne,formal_written,wikipedia,w29002,,416,400+,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:141,c95742ce0de301548b78c99e70392ecc3629731646d2bb56ca1665a5637aa706
3628,ne,read_speech_iv,indicvoices,S4256034000301763,Assam,102,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:661,fb00bccb8142c52b7779888612119f7253980422ca786dff19c419a89161bcaf
3865,ne,read_speech_iv,indicvoices,S4259119500363715,Assam,137,100-199,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:898,60db6849959b75ce8de79643c679a29d064790a636474329cf3df1f3b81890f4
5059,hi,conversation,indicvoices,S4259415800310092,Uttar Pradesh,146,100-199,hi,hi,Hindi,Hindi,true,true,hin_Deva,false,indicvoices_rows.json,row:hindi:292,5f21e66511676518115a2338d19bac4031d1501d8a3e028247365e75de69cbd0
1064,hi,formal_written,wikipedia,w843790,,293,200-399,hi,hi,Hindi,Hindi,true,true,anp_Deva,false,wikipedia_hi_extracts.json,doc:395,fa3704c496b76e071a154d01d55b28d78d73ef335a7b8440afd37fc5488c50ad
7430,hi,formal_written_sentence,wikipedia_sentence,w213149,,168,100-199,mr,mr,Hindi,Nepali,true,false,hin_Deva,false,wikipedia_hi_extracts.json,doc:152:sentence:9,28fdfdaa948386e44c4243d2db247630775ae9e92e823748daff856e99fd4719
1589,ne,read_speech_fleurs,fleurs,f1945ne,,68,40-99,ne,ne,,Nepali,false,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:308,9098efb5314512c7f2a237a9b69e9455dcb346e919cd4b647e696f31696fab44
2456,hi,read_speech_fleurs,fleurs,f1628hi,,142,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:146,4038f35dc492bc3a03b3b30eafd89091e4c5956d679883e48bdb345d06b4ea29
1002,hi,formal_written,wikipedia,w742835,,690,400+,hi,hi,Hindi,Hindi,true,true,anp_Deva,false,wikipedia_hi_extracts.json,doc:341,cd64b7ec8fefba90f1c187ea74bc005fc085bbbbcee5b74ed5df7442f01c75f3
3223,ne,read_speech_iv,indicvoices,S4256034000301763,Assam,64,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:256,b6e0089d0ea7b5220d70807da4c448f2c8dd20e2f27716776f794e409fa2ca4b
2740,hi,read_speech_fleurs,fleurs,f1915hi,,152,100-199,hi,hi,Hindi,,true,false,hin_Deva,false,fleurs_hi_transcripts.json,doc:430,9820b8e6aacaeb9eb74185978fb29620f07ed13f94f524f5d4906b77f08e2119
7130,ne,formal_written_sentence,wikipedia_sentence,w135493,,58,40-99,ne,ne,Nepali,Nepali,true,true,npi_Deva,false,wikipedia_ne_extracts.json,doc:576:sentence:4,88c18d240fb14f1735ea3c6b89b8a4c63724e95580fb60a24e9da5459fdb5e1c
4293,ne,conversation,indicvoices,S4258701800360903,West Bengal,102,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,indicvoices_rows.json,row:nepali:1326,11e7c5d860ef02aa088db8f4ce272582682415b251a35ac6dac5762e77b089fd
2124,ne,read_speech_fleurs,fleurs,f1892ne,,146,100-199,ne,ne,Nepali,,true,false,npi_Deva,false,fleurs_ne_transcripts.json,doc:843,cba7d5252dc435721f22a340be815fdcd973481a24286b5935b7d3e02af4d22d
3361,ne,extempore,indicvoices,S4258359200368600,Assam,109,100-199,ne,hi,Nepali,Nepali,true,true,npi_Deva,false,indicvoices_rows.json,row:nepali:394,060adeaa1ac5dac3c9ee9aa206c7dfa2bb8293904b0778049fc7cd9593ea5755
7152,ne,formal_written_sentence,wikipedia_sentence,w148228,,96,40-99,ne,ne,Nepali,,true,false,npi_Deva,false,wikipedia_ne_extracts.json,doc:631:sentence:2,163bc9a0d9ee1426883c74201b4f203d9811ff7690ac3d929ef2dfb51da9d861
5364,hi,extempore,indicvoices,S4257101600337884,Uttar Pradesh,217,200-399,hi,hi,Hindi,,true,false,hin_Deva,false,indicvoices_rows.json,row:hindi:597,ab2a40979d663af478fee33e94d4174960ea5c187e4a0005436e5c7c7cf2be09
